3.02605784	-0.20240659	16.87289089
2.89416040	-0.17416721	16.87289089
2.76148638	-0.14343312	16.87289089
2.62449875	-0.11156360	16.87289089
2.48206063	-0.07863589	16.87289089
2.33289805	-0.04487938	16.87289089
2.17557648	-0.01043022	16.87289089
2.01252884	0.02363588	16.87289089
1.84921399	0.05581340	16.87289089
1.68813981	0.08546772	16.87289089
1.52967517	0.11248997	16.87289089
1.37228779	0.13711680	16.87289089
1.21490061	0.15951015	16.87289089
1.05718035	0.17969500	16.87289089
0.89883844	0.19773358	16.87289089
0.74033613	0.21363192	16.87289089
0.58241421	0.22721270	16.87289089
0.42699805	0.23845345	16.87289089
0.27434666	0.24745658	16.87289089
0.12678616	0.25339804	16.87289089
-0.05338890	0.25680586	16.87289089
-0.10574114	0.25698231	16.87289089
-0.28299683	0.25462527	16.87289089
-0.40671120	0.24895245	16.87289089
-0.52343654	0.23983208	16.87289089
-0.63284495	0.22772686	16.87289089
-0.73336085	0.21130048	16.87289089
-0.82450716	0.19132935	16.87289089
-0.90198699	0.16757268	16.87289089
-0.95886548	0.14089146	16.87289089
-0.99388681	0.11127281	16.87289089
-1.00954265	0.07565476	16.87289089
-1.00954265	0.07565476	16.87289089
-0.99894358	0.04379498	16.87289089
-0.96773221	0.02257306	16.87289089
-0.91433687	0.00277493	16.87289089
-0.84006178	-0.01623262	16.87289089
-0.75166931	-0.03300885	16.87289089
-0.65354409	-0.04848401	16.87289089
-0.54613297	-0.06303072	16.87289089
-0.43116282	-0.07733173	16.87289089
-0.30891615	-0.09124404	16.87289089
-0.13324685	-0.11005591	16.87289089
-0.08128621	-0.11545787	16.87289089
0.09779223	-0.13349909	16.87289089
0.24475052	-0.14747651	16.87289089
0.39700850	-0.16172926	16.87289089
0.55224310	-0.17539291	16.87289089
0.71018317	-0.18873139	16.87289089
0.86892454	-0.20143959	16.87289089
1.02771736	-0.21346129	16.87289089
1.18610338	-0.22476216	16.87289089
1.34438026	-0.23528329	16.87289089
1.50288431	-0.24500928	16.87289089
1.66270770	-0.25390014	16.87289089
1.82540997	-0.26182910	16.87289089
1.99063435	-0.26852577	16.87289089
2.15585782	-0.27355742	16.87289089
2.31553982	-0.27650885	16.87289089
2.46718388	-0.27715236	16.87289089
2.61222755	-0.27531142	16.87289089
2.75192967	-0.27095855	16.87289089
2.88743318	-0.26393574	16.87289089
3.02233563	-0.25207609	16.87289089
